시도교육청코드,시도교육청명,행정구역명,학원교습소명,학원지정번호,학원명,개설일자,등록일자,등록상태명,휴원시작일자,휴원종료일자,정원합계,일시수용능력인원합계,분야명,교습계열명,교습과정목록명,교습과정명,인당수강료,수강료공개여부,기숙사학원여부,도로명주소,도로명상세주소,도로명우편번호,전화번호,수정일자
J10,경기도교육청,고양시,학원,3000033090,액터스톤연기학원,20170529,20170529,개원,        ,99991231,75,80,기타(대),기타(중),"연극,",연극, ,Y,N,경기도 고양시 덕양구 원흥3로 8,", 501호,502호 (원흥동)",10564,031-967-2046,20231018
J10,경기도교육청,고양시,학원,3000039143,액팅희연기학원,20181221,20181221,개원,        ,99991231,46,62,기타(대),기타(중),연극,연극, ,Y,N,경기도 고양시 일산동구 호수로 646-30,", 701-1호, 705호, 706호 일부 (장항동, 신풍프라자)",10401,010-2008-2992,20251123
J10,경기도교육청,고양시,학원,3000036315,앤드럼스토리학원,20180319,20180319,개원,        ,99991231,25,40,예능(대),예능(중),음악,음악, ,Y,N,경기도 고양시 일산동구 중앙로 1194,", 301호 (마두동,금강프라자)",10414,031-903-8274,20250629
J10,경기도교육청,고양시,학원,3000049792,앤씨앤수학학원,20220126,20220126,개원,        ,99991231,80,93,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,경기도 고양시 일산서구 대산로 126,", 301호, 302호 (주엽동, 문촌프라자)",10375,,20231018
J10,경기도교육청,고양시,학원,41382,앰플수학학원,20100621,20100621,개원,        ,99991231,96,60,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,경기도 고양시 일산동구 중산로 105,", 507호 (중산동,현해프라자)",410315,031-975-0045,20240303
J10,경기도교육청,고양시,학원,3000043404,앵커잉글리쉬학원,20200211,20200211,개원,        ,99991231,18,63,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,경기도 고양시 일산서구 주엽로 134,", 305호 306호 일부 (주엽동, 시대프라자)",10387,,20231018
J10,경기도교육청,고양시,학원,3000073839,어반K댄스학원,20250325,20250325,개원,        ,        ,0,0,예능(대),예능(중),무용,무용, ,Y, ,경기도 고양시 일산동구 연리지로 50,"304호(장항동,힐스테이트 킨텍스 레이크뷰)",10393,,20250330
J10,경기도교육청,고양시,학원,3000026585,어반트리독서실,20151014,20151014,개원,        ,99991231,20,99,독서실,독서,,독서실(유아/초·중·고), ,Y,N,경기도 고양시 일산동구 숲속마을1로 76,", , 힘찬프라자 404호, 405호, 406호 (풍동)",410330,031-901-9737,20231018
J10,경기도교육청,고양시,학원,41999,어센드영어학원,20100804,20100804,개원,        ,99991231,48,63,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,경기도 고양시 일산동구 일산로 238, 대일상가 401호 (마두동),410810,031-901-9311,20250720
J10,경기도교육청,고양시,학원,23558,어썸영어전문학원,20060703,20060703,개원,        ,99991231,69,121,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,경기도 고양시 일산서구 송포로 44,  2층 (대화동),411802,031-917-0595,20250427
J10,경기도교육청,고양시,학원,122969,어썸팩토리주엽독서실,19971119,19971119,개원,        ,99991231,186,128,독서실,독서,"독서실(유아/초·중·고),",독서실(유아/초·중·고), ,Y,N,경기도 고양시 일산서구 대산로 123,", 501호일부,502호 (주엽동)",10388,031-922-5050,20251123
J10,경기도교육청,고양시,학원,3000032894,어쎈트영어학원,20170504,20170504,개원,        ,99991231,10,41,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,경기도 고양시 일산서구 대산로 117,", 402호 (주엽동)",10388,,20250330
J10,경기도교육청,고양시,학원,38882,어울림독서실,20091215,20091214,개원,        ,99991231,150,150,독서실,독서,"독서실(유아/초·중·고),",독서실(유아/초·중·고), ,Y,N,경기도 고양시 덕양구 화중로 205, 화수빌딩 502-B (화정동),412826,031-967-6708,20231018
J10,경기도교육청,고양시,학원,3000051069,언제나피아노학원,20220511,20220511,개원,        ,99991231,27,66,예능(대),예능(중),음악,음악, ,Y,N,경기도 고양시 일산서구 하이파크2로 40,", 805호 (덕이동, 금문프라자)",10234,null,20251207
J10,경기도교육청,고양시,학원,3000061671,언프레임원격학원,20230816,20230816,개원,        ,        ,0,0,직업기술,,,, ,Y, ,경기도 고양시 덕양구 충장로475번길 14-5,1층 33호(성사동),10465,010-2565-8609,20240609
J10,경기도교육청,고양시,학원,3000020295,엉클샘잉글리쉬학원,20131223,20131223,개원,        ,99991231,20,67,입시.검정 및 보습,보통교과,,보습, ,Y,N,경기도 고양시 일산서구 중앙로 1413,", 302-1호 (주엽동,주엽동 동영빌딩)",411848,031-915-5115,20231018
J10,경기도교육청,고양시,학원,3000044869,에그수학학원,20200819,20200819,개원,        ,99991231,48,69,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,경기도 고양시 덕양구 권율대로 685,", 303호(원흥동, SIB타워) (원흥동)",10560,031-963-1136,20231018
J10,경기도교육청,고양시,학원,3000023559,에꼴노르말음악학원,20141128,20141128,개원,        ,99991231,135,48,예능(대),예능(중),"음악,",음악, ,N,N,경기도 고양시 덕양구 신원로 36,", 명승세도나 3층일부 (신원동)",412070,02-371-0282,20240128
J10,경기도교육청,고양시,학원,3000062352,에꼴드플루트음악학원,20231013,20231013,개원,        ,        ,0,47,예능(대),예능(중),음악,음악, ,Y,N,경기도 고양시 일산동구 위시티로 55,"301-2호(식사동, 캄포스퀘어)",10325,,20231022
J10,경기도교육청,고양시,학원,14891,에녹실용음악학원,20050125,20050125,개원,        ,99991231,12,70,예능(대),예능(중),음악,음악, ,Y,N,경기도 고양시 덕양구 중앙로557번길 8-9,", 801호,802호,803호 (행신동, M)",10518,031-979-0999,20240324
J10,경기도교육청,고양시,학원,3000023624,에듀365학원,20141121,20141121,개원,        ,99991231,72,152,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,경기도 고양시 일산서구 산현로 76,", 201호, 202호 (일산동)",10347,070-7625-3965,20240331
J10,경기도교육청,고양시,학원,24402,에듀스카이학원,20061106,20061106,개원,        ,99991231,150,122,입시.검정 및 보습,보통교과,"보습,보습·논술",보습, ,Y,N,경기도 고양시 덕양구 고양대로1384번길 19-15,", 201호(성사동) ",412808,070-8882-3355,20240324
J10,경기도교육청,고양시,학원,3000029679,에듀코치개별지도풍동학원,20160721,20160721,개원,        ,99991231,300,157,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,경기도 고양시 일산동구 숲속마을로 36,", 현대프라자 201호,202호일부 (풍동)",10306,,20231018
J10,경기도교육청,고양시,학원,3000059624,에듀플렉스에듀코치개별지도마두학원,20230731,20230731,개원,        ,        ,0,171,입시.검정 및 보습,보통교과,보습,보습, ,Y, ,경기도 고양시 일산동구 일산로 207,301호 일부(마두동),10416,,20250302
J10,경기도교육청,고양시,학원,3000049003,에듀플렉스에듀코치개별지도주엽학원,20211123,20211123,개원,        ,99991231,680,95,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,경기도 고양시 일산서구 중앙로 1449,", 502호 일부 (주엽동, 효원메이저)",10387,,20250727
J10,경기도교육청,고양시,학원,20101,에듀플렉스에듀코치개별지도후곡학원,20051124,20051124,개원,        ,99991231,600,78,입시.검정 및 보습,보통교과,"보습,입시",보습, ,Y,N,경기도 고양시 일산서구 일산로 542 ,"404호, 405호 (일산동)",411822,,20250727
J10,경기도교육청,고양시,학원,20165,에듀플렉스화정학원,20051125,20051125,개원,        ,99991231,24,74,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,경기도 고양시 덕양구 중앙로 628,  예일프라자 502호 일부 (화정동),412827,,20231018
J10,경기도교육청,고양시,학원,3000048349,에듀하다학원,20211005,20211005,개원,        ,99991231,350,70,입시.검정 및 보습,보통교과,"보습·논술,",보습·논술, ,Y,N,경기도 고양시 덕양구 신원로 40-8,", 301호 (신원동)",10568,,20231018
J10,경기도교육청,고양시,학원,3000053372,에뜨왈수학전문학원,20221208,20221208,개원,        ,99991231,18,63,입시.검정 및 보습,보통교과,,보습, ,Y,N,경기도 고양시 덕양구 향기로 94,", 501호 (향동동)",10546,,20231018
J10,경기도교육청,고양시,학원,8576,에셀음악학원,20040214,20040214,개원,        ,99991231,210,28,예능(대),예능(중),"음악,",음악, ,Y,N,경기도 고양시 덕양구 충경로 52,", 402호 (행신동,남정씨티프라자)",412220,031-972-8995,20231018
J10,경기도교육청,고양시,학원,41808,에스대수학학원,20100720,20100720,개원,        ,99991231,105,75,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,경기도 고양시 일산동구 숲속마을로 48,302호(풍동),410330,031-907-4416,20250316
J10,경기도교육청,고양시,학원,26439,에스디학원,20070308,20070308,개원,        ,99991231,20,75,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,경기도 고양시 덕양구 백양로 51,", 803호 (화정동, 네이버타운)",10503,031-973-7909,20231018
J10,경기도교육청,고양시,학원,3000055238,에스엔에스에듀학원,20230511,20230511,개원,        ,99991231,24,60,입시.검정 및 보습,보통교과,,보습, ,Y,N,경기도 고양시 덕양구 꽃마을로 4,", 409호 (향동동, 고양향동 퍼스트타워)",10546,,20231018
J10,경기도교육청,고양시,학원,3000032774,에스엔에스잉글리시학원,20170424,20170424,개원,20210917,20210923,34,147,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,경기도 고양시 덕양구 화신로 273,", 302호,304호 (화정동, 명지프라자)",10503,,20231018
J10,경기도교육청,고양시,학원,3000057671,에스엘(SL)어학원,20230629,20230629,개원,        ,        ,0,0,국제화,외국어,실용외국어(유아/초·중·고),실용외국어(유아/초·중·고), ,Y, ,경기도 고양시 덕양구 향기로 115,"604호, 605호(향동동)",10546,,20250302
J10,경기도교육청,고양시,학원,42188,에스엠음악학원,20100826,20100826,개원,        ,99991231,20,27,예능(대),예능(중),"음악,",음악, ,Y,N,경기도 고양시 일산서구 주화로 84,", 201호, 202호 (주엽동)",10387,031-911-4269,20231018
J10,경기도교육청,고양시,학원,27050,에스이실용음악학원,20070521,20070521,개원,        ,99991231,9,45,예능(대),예능(중),"음악,",음악, ,Y,N,경기도 고양시 덕양구 충장로 2,", 센트럴빌딩 309호, 310호 (행신동)",412220,031-972-5995,20231018
J10,경기도교육청,고양시,학원,3000019839,에스제이와이승주영영어학원,20131105,20131105,개원,        ,99991231,12,60,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,경기도 고양시 일산서구 일산로 529,", 201호 (일산동,대화프라자B동)",411827,031-913-8866,20241201
J10,경기도교육청,고양시,학원,37625,에스케이한솔플러스학원,20091005,20091005,개원,        ,99991231,86,71,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,경기도 고양시 덕양구 행신로143번길 28-34, 신영상가 202호 (행신동),412824,031-974-0909,20251012
J10,경기도교육청,고양시,학원,3000019139,에스크학원,20130801,20130801,개원,        ,99991231,0,63,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,경기도 고양시 덕양구 혜음로 8,"305호, 306호(고양동, 삼라마이다스프라자)",10275,031-963-3009,20251130
J10,경기도교육청,고양시,학원,3000029518,에스티요크영어센터학원,20160711,20160711,개원,        ,99991231,24,60,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,경기도 고양시 덕양구 푸른마을로 6,", 이프라자 505호 (고양동)",10270,null,20240804
J10,경기도교육청,고양시,학원,3000016969,에스플랜학원,20121122,20121122,개원,        ,99991231,90,184,종합(대),,"보습,실용외국어(유아/초·중·고),",, ,Y,N,경기도 고양시 일산동구 일산로 213,", 205호, 206호, 207호 (마두동, 두성코아빌딩)",10416,031-907-0288,20231018
J10,경기도교육청,고양시,학원,131068,에스피엘영어수학학원,20110218,20110218,개원,        ,99991231,105,50,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,경기도 고양시 일산동구 탄중로 321,", 501호,502호 (중산동,중앙프라자)",410831,031-975-7477,20240324
J10,경기도교육청,고양시,학원,3000036877,에쓰알씨영어학원,20180509,20180509,개원,        ,99991231,80,64,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,경기도 고양시 일산동구 중산로 63,"302호(중산동, 현대프라자)",10355,,20250302
J10,경기도교육청,고양시,학원,3000023227,에이듀중산수학학원,20141104,20141104,개원,        ,99991231,41,65,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,경기도 고양시 일산동구 중산로 245,", 대성상가 201호 ",410831,031-977-8489,20240310
J10,경기도교육청,고양시,학원,3000012396,에이드(ADE)영수학원,20110901,20110901,개원,        ,99991231,61,61,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,경기도 고양시 일산동구 숲속마을1로 76,", 501호 일부, 502호 (풍동, 힘찬프라자)",10305,031-904-7988,20240818
J10,경기도교육청,고양시,학원,123602,에이든영어학원,20010103,20010103,개원,        ,99991231,105,67,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,경기도 고양시 일산서구 일산로 537,  뉴월드코아 502호 (일산동),411827,031-921-3311,20231018
J10,경기도교육청,고양시,학원,3000068004,에이블영어학원,20240227,20240227,개원,        ,        ,0,61,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,경기도 고양시 덕양구 지축로 50,", 802호(지축동, 채움지축역)",10585,010-4889-5577,20250727
J10,경기도교육청,고양시,학원,3000071805,에이블학원,20240903,20240903,개원,        ,        ,0,0,입시.검정 및 보습,,,, ,Y, ,경기도 고양시 덕양구 푸른마을로 6,506호(고양동),10270,010-8776-5022,20240929
J10,경기도교육청,고양시,학원,3000072209,에이스365원격학원,20241023,20241023,개원,        ,        ,0,0,종합(대),,"보습,진학상담지도",, ,Y, ,경기도 고양시 일산동구 중앙로 1200,"801호 일부(806A)(마두동, 삼희골드프라자)",10414,,20241103
J10,경기도교육청,고양시,학원,41006,에이스어학학원,20030617,20030617,개원,        ,99991231,72,109,국제화,외국어,실용외국어(유아/초·중·고),실용외국어(유아/초·중·고), ,Y,N,경기도 고양시 일산서구 후곡로 22,", 5층전체 (일산동)",411827,031-925-5522,20250406
J10,경기도교육청,고양시,학원,3000072302,에이스코딩학원,20241030,20241030,개원,        ,        ,0,0,정보,정보,정보교과,정보교과, ,Y, ,경기도 고양시 덕양구 향기로 148,101호(향동동),10546,010-2469-5531,20250202
J10,경기도교육청,고양시,학원,3000075816,에이아이영어학원,20250901,20250901,개원,        ,        ,0,61,입시.검정 및 보습,,,, ,Y, ,경기도 고양시 덕양구 지정로 77,"205호(지축동, 이준프라자)",10583,,20250907
J10,경기도교육청,고양시,학원,3000010960,에이엘액터스학원,20110503,20110503,개원,        ,99991231,36,43,기타(대),기타(중),"연극,",연극, ,Y,N,경기도 고양시 일산서구 중앙로 1406,", 한솔코아 417호 (주엽동)",411848,031-919-7905,20231018
J10,경기도교육청,고양시,학원,33738,에이엠씨학원,20080717,20080717,개원,        ,99991231,80,217,종합(대),,"보습,실용외국어(유아/초·중·고),",, ,Y,N,경기도 고양시 덕양구 화중로 32-21,", 201호,202호,203호 (화정동, 테마파크)",10503,031-970-7905,20231018
J10,경기도교육청,고양시,학원,3000040461,에이엠어학원,20190412,20190412,개원,        ,99991231,10,102,국제화,외국어,실용외국어(유아/초·중·고),실용외국어(유아/초·중·고), ,Y,N,경기도 고양시 일산서구 하이파크1로 77,", 201호 (덕이동,하이파크스퀘어)",10234,null,20240707
J10,경기도교육청,고양시,학원,3000024077,에이오실용음악학원,20150114,20150114,개원,        ,99991231,50,74,예능(대),예능(중),,음악, ,Y,N,경기도 고양시 일산서구 호수로 844,", (푸조빌딩)201호, 202호 (대화동)",411806,031-919-1404,20231018
J10,경기도교육청,고양시,학원,3000027518,에이치알수학고등관학원,20151203,20151203,개원,        ,99991231,500,75,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,경기도 고양시 일산서구 대산로 123,", 현대프라자 201호 (주엽동)",10388,031-994-4721,20250810
J10,경기도교육청,고양시,학원,3000047811,에이치알수학학원,20210803,20210803,개원,        ,99991231,59,89,입시.검정 및 보습,보통교과,"보습,보통교과",보습, ,Y,N,경기도 고양시 일산서구 대산로 114,", 502호 (주엽동, 동하프라자)",10375,031-923-1144,20240804
J10,경기도교육청,고양시,학원,42663,에이케이학원,20130802,20101007,개원,        ,99991231,28,67,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,경기도 고양시 덕양구 화신로 273,", 601호 (화정동, 명지프라자)",10503,031-966-9122,20231018
J10,경기도교육청,고양시,학원,3000048566,에이펙스수학학원,20211008,20211008,개원,        ,99991231,44,61,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,경기도 고양시 덕양구 도래울2로 3,", 109호 (도내동)",10551,031-904-5512,20250302
J10,경기도교육청,고양시,학원,27582,에이펙스아카데미단과입시학원,20070713,20070713,개원,        ,99991231,200,104,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,경기도 고양시 덕양구 중앙로 554,", 501호,502호,503호 (행신동, 희성프라자)",10495,031-971-7711,20231018
J10,경기도교육청,고양시,학원,3000020405,에이펙스영어학원,20061130,20061130,개원,        ,99991231,72,167,국제화,외국어,"실용외국어(유아/초·중·고),",실용외국어(유아/초·중·고), ,Y,N,경기도 고양시 일산동구 일산로 200,", 2층전체(마두동) (마두동)",410810,031-905-7971,20231018
J10,경기도교육청,고양시,학원,3000062377,에이펙스잉글리쉬지축학원,20231020,20231020,개원,        ,        ,0,60,입시.검정 및 보습,,,, ,Y, ,경기도 고양시 덕양구 오부자로 25,"402호, 403호(지축동)",10583,010-3937-9736,20231030
J10,경기도교육청,고양시,학원,3000016576,에이플러스수학학원,20130802,20121018,개원,        ,99991231,75,76,입시.검정 및 보습,보통교과,,보습, ,N,N,경기도 고양시 덕양구 중앙로 452,", 401호 (행신동,메디스타원)",412220,031-970-1803,20231018
J10,경기도교육청,고양시,학원,3000016496,에이플러스최강영어학원,20120927,20120927,개원,        ,99991231,60,70,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,경기도 고양시 일산동구 숲속마을로 42,", 503호 (풍동, 에이스타워)",10306,031-906-2202,20240303
J10,경기도교육청,고양시,학원,3000013871,에이피영어학원,20120118,20120118,개원,        ,99991231,40,81,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,경기도 고양시 일산동구 위시티2로 19,", 502호 (식사동,태하프라자)",410821,031-968-0588,20231018
J10,경기도교육청,고양시,학원,3000020492,에이필드학원,20140116,20140116,개원,        ,99991231,25,65,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,경기도 고양시 일산서구 일산로 517,", 뉴일산코아 205호,206호 (일산동)",411827,031-911-8866,20241229
J10,경기도교육청,고양시,학원,3000014542,에임즈학원,20120316,20120316,개원,        ,99991231,60,89,입시.검정 및 보습,보통교과,"보습,",보습, ,N,N,경기도 고양시 일산서구 중앙로 1449,", 703호 (주엽동,효원메이저)",411838,031-914-0955,20250622
J10,경기도교육청,고양시,학원,3000057773,에프비아이제과제빵바리스타학원,20230714,20230714,개원,        ,        ,0,180,직업기술,산업응용기술,"식음료품(바리스타,소믈리에)","식음료품(바리스타,소믈리에)", ,Y, ,경기도 고양시 덕양구 삼송로 12,"414호, 415호, 508호, 509호(원흥동)",10564,,20251221
J10,경기도교육청,고양시,학원,3000073817,에프앤비수학학원,20250324,20250324,개원,        ,        ,0,66,입시.검정 및 보습,,,, ,Y, ,경기도 고양시 덕양구 푸른마을로 6,507호(고양동),10270,010-2787-7907,20250330
J10,경기도교육청,고양시,학원,38604,에프엠수학학원,20091126,20091113,개원,        ,99991231,30,60,입시.검정 및 보습,보통교과,보습·논술,보습·논술, ,Y,N,경기도 고양시 일산서구 일산로 562,", 신일산연합상가 210호(일산동) ",411827,031-912-1771,20250406
J10,경기도교육청,고양시,학원,3000073874,에픽입시학원,20250327,20250327,개원,        ,        ,0,68,입시.검정 및 보습,,,, ,Y, ,경기도 고양시 덕양구 으뜸로 138,"506호, 507호(덕은동)",10544,010-5939-3988,20250330
J10,경기도교육청,고양시,학원,3000039766,엑스텐수학학원,20190214,20190214,개원,        ,99991231,108,146,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,경기도 고양시 일산서구 원일로 56,", 3층일부 (일산동)",10351,031-915-1135,20240303
J10,경기도교육청,고양시,학원,3000072096,엔씨학원,20241010,20241010,개원,        ,        ,0,0,입시.검정 및 보습,,,, ,Y, ,경기도 고양시 덕양구 으뜸로 138,607호(덕은동),10544,010-4513-2460,20241103
J10,경기도교육청,고양시,학원,3000024723,엔와이이티영어학원,20150320,20150320,개원,        ,99991231,29,60,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,경기도 고양시 일산서구 중앙로 1391,", 3층에스04호 (주엽동, 강선마을12단지상가동)",10366,031-912-6252,20231018
J10,경기도교육청,고양시,학원,124744,엔젤음악학원,19961210,19961210,개원,        ,99991231,44,90,예능(대),예능(중),"음악,",음악, ,Y,N,경기도 고양시 덕양구 마상로107번길 8 (),(주교동),412811,031-965-3216,20231018
J10,경기도교육청,고양시,학원,3000020068,엔토플텝스어학원,20131127,20131127,개원,        ,99991231,40,122,국제화,외국어,"실용외국어(유아/초·중·고),",실용외국어(유아/초·중·고), ,Y,N,경기도 고양시 일산동구 일산로 207,", 403호 (마두동,신현대쇼핑타운)",410810,031-908-8110,20231018
J10,경기도교육청,고양시,학원,3000076179,엘가음악학원,20251020,20251020,개원,        ,        ,0,51,예능(대),,,, ,Y, ,경기도 고양시 일산서구 산현로92번길 60,"(일산동, 탄현 이화프라자)",10347,,20251026
J10,경기도교육청,고양시,학원,3000040517,엘레강스댄스스포츠학원,20190507,20190507,개원,        ,99991231,120,115,기예(대),예능(중),,무용, ,Y,N,경기도 고양시 일산동구 무궁화로 32-21,", 802호 (장항동, 로데오메탈릭타워)",10401,031-902-6661,20241215
J10,경기도교육청,고양시,학원,3000038879,엘로이영수학원,20181203,20181203,개원,        ,99991231,135,62,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,경기도 고양시 덕양구 충경로 137,", 2층203호일부 (행신동, 소만마을10단지)",10532,,20231018
J10,경기도교육청,고양시,학원,3000065605,엘리나영어뮤지컬학원,20240115,20240115,개원,        ,        ,0,62,기타(대),,,, ,Y,N,경기도 고양시 덕양구 지축1로 39,"(지축동, 지축프라자), 301호, 302호",10585,,20240303
J10,경기도교육청,고양시,학원,3000048604,엘리엠수학학원,20211014,20211014,개원,        ,99991231,30,68,입시.검정 및 보습,보통교과,,보습, ,Y,N,경기도 고양시 일산동구 일산로 441,", 201호 (정발산동, 일성조합상가)",10359,,20231018
J10,경기도교육청,고양시,학원,3000047981,엘리트프렙학원,20210825,20210825,개원,        ,99991231,324,76,입시.검정 및 보습,보통교과,,보습, ,Y,N,경기도 고양시 일산동구 강송로 169,", 205호 (마두동, 한주프라자)",10415,,20231018
J10,경기도교육청,고양시,학원,22779,엘리트학원,20060612,20060612,개원,        ,99991231,70,87,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,경기도 고양시 일산서구 일현로 42,", 탄현프라자 402호 (탄현동,탄현프라자)",411320,031-925-4006,20250727
J10,경기도교육청,고양시,학원,3000069252,엘리프일산식사캠퍼스어학원,20240621,20240621,개원,        ,        ,0,93,국제화,외국어,실용외국어(유아/초·중·고),실용외국어(유아/초·중·고), ,Y, ,경기도 고양시 일산동구 위시티2로 13,202호(식사동),10323,031-994-2500,20250413
J10,경기도교육청,고양시,학원,3000015658,엘림영어리더십학원,20120629,20120629,개원,        ,99991231,60,85,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,경기도 고양시 일산서구 일현로 50,", 7층일부 (탄현동,대림프라자)",411320,070-4077-0544,20231018
J10,경기도교육청,고양시,학원,3000024190,엘아이티영어수학학원,20150127,20150127,개원,        ,99991231,90,91,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,경기도 고양시 일산동구 일산로 458,", 드림프라자 2층 전체 (정발산동)",410828,031-922-9136,20250504
J10,경기도교육청,고양시,학원,3000049120,엘아트앤디자인미술학원,20211202,20211202,개원,        ,99991231,38,65,예능(대),예능(중),,미술, ,Y,N,경기도 고양시 덕양구 꽃마을로 4,", 609호 (향동동, 고양향동 퍼스트타워)",10546,null,20251019
J10,경기도교육청,고양시,학원,3000063910,엘피아노음악학원,20231228,20231228,개원,        ,        ,0,0,예능(대),,,, ,Y, ,경기도 고양시 덕양구 꽃마을로 68,202호(향동동),10546,010-5717-2089,20251123
J10,경기도교육청,고양시,학원,3000049922,엠베스트SE탄현학원,20220207,20220207,개원,        ,99991231,208,63,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,경기도 고양시 일산서구 일현로 159,", 3층일부 (탄현동, 탄현동근생빌딩)",10241,null,20250323
J10,경기도교육청,고양시,학원,24971,엠베스트SE하이탑에듀학원,20061221,20061221,개원,        ,99991231,0,196,입시.검정 및 보습,보통교과,"보습,보습·논술",보습, ,Y,N,경기도 고양시 덕양구 충경로 48,"204호, 205호, 402호(행신동)",10526,,20250330
J10,경기도교육청,고양시,학원,29350,엠베스트에스이중산캠퍼스학원,20071121,20071121,개원,        ,99991231,105,75,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,경기도 고양시 일산동구 중산로 105, 현해프라자 503호 (중산동),410315,031-976-5105,20240526
J10,경기도교육청,고양시,학원,3000036266,엠베스트학원,20180313,20180313,개원,        ,99991231,270,148,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,경기도 고양시 일산서구 하이파크2로 42,", 203호, 204호 (덕이동)",10234,null,20250420
J10,경기도교육청,고양시,학원,21425,엠비씨아카데미뷰티미용학원,20060303,20060303,개원,        ,99991231,592,182,직업기술,산업응용기술,이·미용,이·미용, ,Y,N,경기도 고양시 일산동구 무궁화로 32-21,", 로데오메탈릭타워 4층 401호403호 일부 (장항동,로데오메탈릭타워)",410837,031-908-8003,20240804
J10,경기도교육청,고양시,학원,3000072151,엠비씨아카데미입시미용학원,20241018,20241018,개원,        ,        ,0,40,기타(대),기타(중),이·미용,이·미용, ,Y, ,경기도 고양시 일산동구 무궁화로 32-21,"405호(장항동, 로데오메탈릭타워)",10401,,20251130
J10,경기도교육청,고양시,학원,3000064140,엠아이어학원,20240111,20240111,개원,        ,        ,0,92,국제화,외국어,실용외국어(유아/초·중·고),실용외국어(유아/초·중·고), ,Y, ,경기도 고양시 일산동구 대산로 23,3층 일부(정발산동),10362,010-3182-7805,20250727
J10,경기도교육청,고양시,학원,123554,엠알보습학원,20001109,20001109,개원,        ,99991231,40,64,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,경기도 고양시 덕양구 화중로 98,", 광성프라자 607호 (화정동)",10497,031-963-3700,20231018
J10,경기도교육청,고양시,학원,3000048567,엠에스매쓰원격학원,20211019,20211019,개원,        ,99991231,70,0,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,경기도 고양시 덕양구 화중로 100,", 805B호(805호 일부) (화정동, 비젼타워21)",10497,,20231018
J10,경기도교육청,고양시,학원,3000068714,엠에스씨학원,20240429,20240429,개원,        ,        ,0,247,입시.검정 및 보습,보통교과,보습·논술,보습·논술, ,Y, ,경기도 고양시 일산서구 일산로 550,4층 전체(일산동),10374,031-917-9864,20250406
J10,경기도교육청,고양시,학원,3000043919,엠에스에이어학원,20200330,20200330,개원,        ,99991231,36,123,국제화,외국어,,실용외국어(유아/초·중·고), ,Y,N,경기도 고양시 덕양구 도래울로 110,", 309호, 310호, 311호 (도내동, 테마시티)",10551,,20231018
J10,경기도교육청,고양시,학원,123932,엠엔이실용음악학원,20020508,20020508,개원,        ,99991231,62,82,예능(대),예능(중),"음악,",음악, ,Y,N,경기도 고양시 일산동구 일산로 415,", 세광프라자201호,202호,203호(정발산동) ",410829,031-916-0074,20231018
