kaptCode,kaptName,kaptAddr,doroJuso,codeSaleNm,codeHeatNm,kaptTarea,kaptDongCnt,kaptdaCnt,kaptBcompany,kaptAcompany,kaptTel,kaptUrl,codeAptNm,codeMgrNm,codeHallNm,kaptUsedate,kaptFax,hoCnt,kaptMarea,kaptMparea60,kaptMparea85,kaptMparea135,kaptMparea136,privArea,bjdCode,kaptTopFloor,ktownFlrNo,kaptBaseFloor,kaptdEcntp,zipcode
A10021295,경희궁의아침4단지,서울특별시 종로구 내수동 73- 경희궁의아침4단지,서울특별시 종로구 새문안로3길 23,분양,개별난방,27557,1,120,쌍용건설,군인공제회,27324975, ,주상복합,위탁관리,계단식,20040517,27324976,120,27557.1,0,0,75,45,16020.9,1111011800,1,16,1,8,
A10021652,경희궁파크팰리스,서울특별시 종로구 내수동 95- 경희궁파크팰리스,서울특별시 종로구 사직로8길 20,분양,개별난방,41113,1,142,삼성물산,확인불가,27375271, ,아파트,위탁관리,계단식,20031119,27375272,142,34454.14,0,0,57,85,18805.07,1111011800,1,16,4,0,
A11007001,경희궁의아침3단지,서울특별시 종로구 내수동 72 경희궁의아침3단지,서울특별시 종로구 사직로8길 34,분양,개별난방,38391.6,1,150,쌍용건설,군인공제조합,27224433, ,주상복합,위탁관리,계단식,20040517,27340253,150,38391.6,0,0,30,120,22444.8,1111011800,16,16,3,0,3174
A11087101,경희궁의아침2단지,서울특별시 종로구 내수동 71 경희궁의아침2단지,서울특별시 종로구 사직로8길 24,분양,개별난방,47470.58,1,90,쌍용건설,쌍용건설,27340258, ,주상복합,위탁관리(총액관리제),혼합식,20040515,27340252,90,15742.81,0,0,30,60,13185,1111011800,16,16,5,0,3174
A11005401,광화문스페이스본 아파트,서울특별시 종로구 신문로2가 1-434 광화문스페이스본 아파트,서울특별시 종로구 사직로8길 4,분양,개별난방,163862.1,6,744,풍림산업(주),사직1구역 도심 재개발조합,27373388,www.spacebon.kr,아파트,위탁관리,복도식,20080711,27373399,744,94981.45,0,28,335,381,94981.45,1111012100,14,14,4,21,3168
A11014001,로얄팰리스스위트,서울특별시 종로구 수송동 85 로얄팰리스스위트,서울특별시 종로구 율곡로2길 7,분양,중앙난방,51195.18,1,23, , ,267308058,www.somersetpalace.co.kr/,,기타,복도식,,267308089,28,2800,19,1,3,0,1191.14,1111012400,18,18,0,8,3143
A11034001,현대뜨레비앙,서울특별시 종로구 익선동 55 현대뜨레비앙,서울특별시 종로구 돈화문로11가길 59,분양,개별난방,22846.92,1,291,현대건설,팬퍼시픽,27430416,hd7430416@gmail.com,주상복합,위탁관리,복도식,20031129,27430417,291,22846.92,291,0,0,0,13245.16,1111013300,9,9,3,2,3132
A10020992,낙원아파트,서울특별시 종로구 낙원동 288- 낙원아파트,서울특별시 종로구 삼일대로 428,분양,개별난방,15416,1,149,대일건설,대일건설,27420653, ,주상복합,위탁관리,복도식,19680915,27664602,149,12664.71,0,93,53,3,12664.7,1111013700,1,15,0,0,
A11041001,효성주얼리시티아파트,서울특별시 종로구 인의동 48-2 효성주얼리시티아파트,서울특별시 종로구 종로 183,분양,개별난방,89808.14,2,298,(주)효성건설,태승플레이,262603500, ,주상복합,위탁관리,계단식,20061027,262603502,298,36383.08,0,140,144,14,28511.84,1111015700,19,19,5,8,3130
A10027162,포레스트힐시티,서울특별시 종로구 효제동 65-2 포레스트힐시티,서울특별시 종로구 대학로 33,분양,개별난방,6996.68,1,152,신홍선건설,마르코통상,27437430, ,주상복합,위탁관리,기타,20170120,27437431,152,3777.7683,152,0,0,0,2705.2634,1111016200,14,14,3,2,3128
A10023586,힐스테이트 창경궁,서울특별시 종로구 충신동 60 힐스테이트 창경궁,서울특별시 종로구 율곡로 236,혼합,개별난방,36373.28,1,181,현대건설,에스와이상영개발,27657736,https://hscgg.aptner.com/,주상복합,위탁관리,계단식,20220929,27657737,181,14427.91,0,180,1,0,14427.91,1111016700,15,15,5,4,3123
A10023741,명륜아남2차아파트,서울특별시 종로구 명륜2가 236 명륜아남2차아파트,,분양,개별난방,8041.1,1,65,아남건설(주),다원건축(주),27645743, ,아파트,위탁관리,혼합식,19960920,27645743,65,8004.1,26,24,15,0,5297.76,1111017100,9,9,1,3,
A11052201,명륜아남1차,서울특별시 종로구 명륜2가 4 명륜아남1차,서울특별시 종로구 창경궁로 265,분양,개별난방,55871.63,3,436,아남건설(주),총무처주택조합외 11개 조합,27479717,anam1.com,아파트,위탁관리,계단식,19951222,27479718,436,37016.4,0,436,0,0,37008.6,1111017100,20,20,3,12,3075
A11076701,주상복합아남아파트,서울특별시 종로구 명륜2가 237 주상복합아남아파트,서울특별시 종로구 혜화로3길 5,분양,개별난방,18527,1,136,아남건설,아남건설,27621006, ,주상복합,위탁관리,복도식,19990130,27651006,136,15894.85,90,20,19,7,8819.68,1111017100,8,8,2,2,
A10021626,창신이수아파트,서울특별시 종로구 창신동 23-816 창신이수아파트,서울특별시 종로구 지봉로 87,분양,개별난방,21891,1,113,이수건설,더블루피엠씨,236963070, ,아파트,위탁관리,계단식,20030808, ,113,10441.94,0,81,32,0,10448.34,1111017400,1,19,2,4,
A11054101,창신두산,서울특별시 종로구 창신동 232 창신두산,서울특별시 종로구 지봉로5길 7,분양,개별난방,65446.3,3,529,두산건설(주),두산건설,27637006, ,아파트,위탁관리,혼합식,19990430,262617006,529,51641.68,289,240,0,0,37701.55,1111017400,23,23,2,11,3104
A11054301,창신쌍용1단지,서울특별시 종로구 창신동 702 창신쌍용1단지,서울특별시 종로구 동망산길 19,분양,개별난방,59332.5,5,585,쌍용건설,창신 제1-2 재개발조합,27471554, ,아파트,자치관리,혼합식,19921125,27471553,585,58720.11,201,306,78,0,43751.28,1111017400,14,14,0,10,3093
A11077101,창신쌍용아파트2단지,서울특별시 종로구 창신동 703 창신쌍용아파트2단지,서울특별시 종로구 낙산길 198,분양,개별난방,97540.51,7,919,쌍용건설,창신제2지구 재개발조합,27666141, ,아파트,위탁관리,혼합식,19931012,236723555,924,94112.04,156,567,196,0,71145.81,1111017400,15,15,0,16,3092
A10024713,숭인상가아파트,서울특별시 종로구 숭인동 204-11 숭인상가아파트,서울특별시 종로구 청계천로 391,분양,개별난방,11306.57,1,109,현대건설,현대건설,222525630, ,주상복합,위탁관리,복도식,19791022,222525633,109,10082.688,0,102,7,0,8630.63,1111017500,8,8,1,2,3117
A11055002,종로청계힐스테이트,서울특별시 종로구 숭인동 766 종로청계힐스테이트,서울특별시 종로구 숭인동길 21,분양,개별난방,45692,6,288,현대건설,숭인5구역주택개발조합,29290540, ,아파트,위탁관리,계단식,20090320,29290541,288,29725.568,128,116,44,0,22574.0708,1111017500,20,20,2,10,3112
A11087601,롯데캐슬천지인,서울특별시 종로구 숭인동 76 롯데캐슬천지인,서울특별시 종로구 종로 347,분양,개별난방,38416.25,2,220,롯데건설,롯데건설,236706111, ,주상복합,위탁관리,기타,20040909,236706114,220,27273.4,0,110,110,0,21679.35,1111017500,30,30,4,0,3113
A11087602,종로센트레빌,서울특별시 종로구 숭인동 2-1 종로센트레빌,서울특별시 종로구 동망산길 47,분양,개별난방,63835.92,6,416,동부건설,숭인제4구역재정비사업조합,236721213, ,아파트,위탁관리,계단식,20081121,236721244,416,41882.56,180,164,72,0,32968.72,1111017500,12,12,3,18,3107
A10027105,경희궁자이3단지,서울특별시 종로구 평동 233 경희궁자이3단지,서울특별시 종로구 경교장길 35,분양,개별난방,98493.95,8,589,자이건설(주),돈의문1구역 도시환경 사업조합,27372101,ghgxi3.aptner.com/v2,주상복합,위탁관리,계단식,20170224,27372102,589,60080.2,189,385,15,0,45327.031,1111017700,20,20,4,25,3180
A10027118,경희궁자이2단지 아파트,서울특별시 종로구 홍파동 199 경희궁자이2단지 아파트,서울특별시 종로구 송월길 99,분양,개별난방,194110.78,14,1148,GS건설,돈의문1구역 도시환경 사업조합,27232107,admin.aptner.com,주상복합,위탁관리,계단식,20170224,27232109,1148,130419.016,151,782,194,21,98892.223,1111017900,21,21,2,40,3165
A10026940,경희궁자이4단지주상복합,서울특별시 종로구 교북동 126 경희궁자이4단지주상복합,서울특별시 종로구 송월길 155,분양,개별난방,23557,3,182,지에스건설,돈의문지역주택조합,232100985,ghgxi4.xisnd.co.kr/,주상복합,위탁관리,계단식,20170629,232100986,182,10915.78,182,0,0,0,7375.6155,1111018000,19,19,5,4,3165
A10026946,경희궁자이1단지(임대아파트),서울특별시 종로구 행촌동 211 경희궁자이1단지(임대아파트),서울특별시 종로구 송월길 130,임대,개별난방,48330.258,5,496,GS자이,서울주택도시공사(구 SH공사),27395383, ,아파트,위탁관리,복도식,20170629,27395385,496,48302.676,496,0,0,0,21034.1056,1111018100,19,19,2,9,3166
A10021355,구기동 청구빌라,서울특별시 종로구 구기동 266- 구기동 청구빌라,서울특별시 종로구 홍지문길 69,분양,개별난방,18978,9,114,(주)청구,(주)청구,234177700,(주)청구,연립주택,자치관리,계단식,19971231, ,114,13652.1,0,69,45,0,11795.73,1111018200,3,3,1,0,
A10024669,동익빌라,서울특별시 종로구 구기동 40 동익빌라,서울특별시 종로구 홍지문길 64,분양,,17918,9,123,(주)동익건설,(주)동익건설,232171209, ,연립주택,위탁관리,계단식,19961107,23946159,123,15873.915,0,78,0,45,13112.37,1111018200,1,3,0,0,3013
A10021278,평창동 롯데캐슬로잔,서울특별시 종로구 평창동 108- 평창동 롯데캐슬로잔,서울특별시 종로구 평창문화로 156,분양,개별난방,0,1,112,롯데건설,한국투자신탁,203940114, ,아파트,위탁관리,계단식,20090408,23780819,112,44648.887,0,0,0,112,24182.515,1111018300,1,11,0,0,
A10021787,금강하이츠빌라,서울특별시 종로구 평창동 64-3 금강하이츠빌라,서울특별시 종로구 평창24길 18,분양,개별난방,20373,9,252,금강하이츠빌라,금강하이츠빌라,23943225, ,연립주택,위탁관리,계단식,19890329,23962418,252,18270.72,252,0,0,0,12386.34,1111018300,3,3,0,0,
A10024780,금강주택,서울특별시 종로구 평창동 170 금강주택,서울특별시 종로구 평창12길 8-22,분양,개별난방+기타,15294,6,168,확인 안됨,확인안됨,23794403, ,연립주택,자치관리,계단식,19920519, ,168,14271.6,0,168,0,0,14271.6,1111018300,3,3,0,0,3009
A11001203,평창삼성,서울특별시 종로구 평창동 596 평창삼성,서울특별시 종로구 평창문화로 172,분양,개별난방,24783,2,176,삼성중공업(주),중소기업은행 평창동 주택조합,232163063, ,아파트,위탁관리,복도식,19980502,232163064,176,19199.84,88,88,0,0,12751.81,1111018300,15,15,2,4,3010
A11084601,평창롯데,서울특별시 종로구 평창동 72 평창롯데,서울특별시 종로구 평창문화로 140,분양,개별난방,31071.11,3,156,롯데건설,북악맨션재건축조합,23790120, ,아파트,위탁관리,계단식,20010430,26320120,156,21191.12,0,36,120,0,16342.94,1111018300,14,14,2,6,3010
A10025710,경희궁 롯데캐슬아파트,서울특별시 종로구 무악동 89 경희궁 롯데캐슬아파트,서울특별시 종로구 통일로 230,분양,개별난방,33903.84,4,195,롯데건설(주),무악제2구역주택재개발정비사업조합,27324400, ,아파트,위탁관리,계단식,20190122,27324100,195,20843.215,71,100,24,0,15308.29,1111018700,16,16,2,8,3030
A10027708,인왕산2차아이파크아파트,서울특별시 종로구 무악동 71-1 인왕산2차아이파크아파트,서울특별시 종로구 통일로18길 34,분양,개별난방,28078,5,167,현대산업개발,무악연립제2주택재건축정비사업,27398381, ,아파트,위탁관리,계단식,20150828,27398382,167,14952,0,134,33,0,15004.21,1111018700,17,17,3,7,3024
A11008001,무악현대임대아파트,서울특별시 종로구 무악동 83 무악현대임대아파트,서울특별시 종로구 통일로 246-11,임대,개별난방,34224.62,2,550,현대산업개발,SH공사,27340448, ,아파트,위탁관리,복도식,20001021,27340449,550,33638,550,0,0,0,18111.5,1111018700,22,22,2,8,3025
A11081302,인왕산아이파크,서울특별시 종로구 무악동 60 인왕산아이파크,서울특별시 종로구 통일로18길 9,분양,개별난방,142421,17,810,현대산업개발,현대산업개발,27203328, ,아파트,위탁관리,계단식,20080725,27203329,810,98164.195,34,549,195,32,76071.597,1111018700,17,17,0,29,3024
A11081503,무악현대아파트,서울특별시 종로구 무악동 82 무악현대아파트,서울특별시 종로구 통일로 246-20,분양,개별난방,149143,12,964,현대건설,무악 제1구역 주택개발조합,27220422,muak.kr,아파트,위탁관리,혼합식,20001021,27220423,964,110217.97,207,455,302,0,85748.08,1111018700,23,23,2,25,3025
A10020414,남대문(양동) 단지,서울특별시 중구 남대문로5가 548- 남대문(양동) 단지,서울특별시 중구 후암로60길 21,임대,중앙난방,4814.64,1,182,두양종합건설,주식회사한마루,23185425, ,도시형 생활주택(아파트),위탁관리,복도식,20250812,23185428,182,2638.22,182,0,0,0,2638.22,1114011800,18,18,4,3,
A10088101,남산SK리더스뷰,서울특별시 중구 회현동1가 206 남산SK리더스뷰,서울특별시 중구 퇴계로 72,분양,개별난방,71341.93,2,233,SK건설,마커스홀딩스,264018522, ,주상복합,위탁관리,계단식,20100111,263298522,233,45521.02,0,0,49,184,36856.07,1114012100,30,30,7,6,4632
A10088102,남산롯데캐슬아이리스,서울특별시 중구 회현동1가 208 남산롯데캐슬아이리스,서울특별시 중구 소공로 35,분양,중앙난방,99538.88,2,386,(주)롯데건설,군인공제회,23884114, ,주상복합,위탁관리,복도식,20111118,237897785,386,46271.02,81,0,216,89,46271.02,1114012100,32,32,7,10,4632
A10072501,쌍용남산플래티넘,서울특별시 중구 회현동2가 87 쌍용남산플래티넘,서울특별시 중구 소공로 46,분양,개별난방,74074.85,2,236,쌍용건설(주),(주)해창,23180285, ,주상복합,위탁관리,계단식,20100805,23180286,236,46796.69,0,0,0,236,38196.84,1114012200,33,33,7,3,4631
A10071301,남산센트럴자이,서울특별시 중구 충무로4가 306 남산센트럴자이,서울특별시 중구 퇴계로 235,분양,개별난방,62049.402,2,273,GS건설(주),휴먼넥스(주),222640070, ,주상복합,위탁관리,복도식,20091221,222640040,273,62046.9,0,60,111,102,31863.915,1114013200,32,32,7,6,4558
A10086301,충무로진양,서울특별시 중구 충무로4가 120-3 충무로진양,서울특별시 중구 퇴계로 217,분양,개별난방,32476.18,2,286,알수 없음,알수 없음,222795300, ,주상복합,자치관리,복도식,19700523,222795305,288,32476.18,0,165,118,3,24702.49,1114013200,16,16,1,3,4558
A10025223,충무로엘크루메트로시티2,서울특별시 중구 충무로5가 36-2 충무로엘크루메트로시티2,서울특별시 중구 퇴계로49길 14,분양,개별난방,22952.06,1,171,대우조선해양건설,대우조선해양건설,222614506, ,주상복합,자치관리,복도식,20160610,222614507,171,9898.24,171,0,0,0,4377.03,1114013300,20,20,5,3,4559
A10023352,세운푸르지오헤리시티,서울특별시 중구 인현동2가 240 세운푸르지오헤리시티,서울특별시 중구 마른내로 79,혼합,개별난방,51129,1,614,대우건설(주),한호건설(주),222756340, ,주상복합,위탁관리,복도식,20230116,222756341,614,18236.21,614,0,0,0,18236.2114,1114013400,26,26,9,3,4548
A10028201,인현신성,서울특별시 중구 인현동2가 192-30 인현신성,서울특별시 중구 마른내로 72,분양,개별난방,10808.8,1,180,오래되서 모름,오래되서 모름,222677087,인현동신성.apti.co.kr,주상복합,자치관리,복도식,19680530,222687087,180,10573.74,134,22,22,2,10573.7,1114013400,10,10,5,2,4558
A10022761,힐스테이트 남산,서울특별시 중구 묵정동 35 힐스테이트 남산,서울특별시 중구 퇴계로46길 26,분양,중앙난방,32569.34,2,282,현대건설(주),파빌리온충무로피에프브이(주),222799332, ,주상복합,위탁관리,복도식,20240129,222799333,282,15920.03,282,0,0,0,11058.39,1114013600,9,9,3,6,4619
A10026849,묵정아파트,서울특별시 중구 묵정동 11-67 묵정아파트,서울특별시 중구 서애로1길 34,분양,개별난방,7354,1,122,라이프주택,묵정아파트 주택조합,222722129, ,아파트,자치관리,복도식,19810525,222723129,122,6968.8,121,0,1,0,6455.11,1114013600,10,10,0,0,4620
A10024327,오렌지카운티 을지로,서울특별시 중구 오장동 145-1 오렌지카운티 을지로,서울특별시 중구 동호로33길 15,분양,개별난방,10093.27,1,157,(주)오렌지이앤씨,케이비부동산신탁,7047057558, ,도시형 생활주택(주상복합),자치관리,복도식,20200820,222697558,157,2341.12,157,0,0,0,2341.12,1114015400,15,15,3,1,4547
A10023343,힐스테이트세운센트럴2단지,서울특별시 중구 입정동 2-4 힐스테이트세운센트럴2단지,서울특별시 중구 을지로15길 32,혼합,개별난방,77378.625,1,608,현대엔지니어링(주),더센터시티 주식회사,222750301, ,주상복합,위탁관리,복도식,20230307,222750302,608,45637.168,608,0,0,0,29212.43,1114015600,27,27,8,6,4544
A10023356,힐스테이트세운센트럴1단지,서울특별시 중구 입정동 189-1 힐스테이트세운센트럴1단지,서울특별시 중구 을지로15길 31,혼합,개별난방,52810,1,414,(주)현대엔지니어링,우리자산신탁(주),222731981, ,주상복합,위탁관리,복도식,20230224,222731982,414,20147.652,414,0,0,0,20145.78,1114015600,27,27,8,4,4544
A10021020,한진그랑빌 ,서울특별시 중구 신당동 845- 한진그랑빌 ,서울특별시 중구 왕십리로39길 30,임대,개별난방,5091.05,1,116,주)한진중공업,주)한진중공업,222533601, ,아파트,위탁관리,복도식,20010618,222533602,115,5091.05,116,0,0,0,3163.32,1114016200,1,14,0,0,
A10027495,이수자이 주상복합,서울특별시 동작구 사당동 147-29 이수자이 주상복합,,분양,개별난방,52544,2,140,GS건설,(주)모벡에셋,25975116, ,주상복합,위탁관리(직영+위탁),복도식,20101215,25975117,140,36015.32,0,0,120,20,16732.83,1159010700,24,24,7,2,
A10025372,신당KCC스위첸아파트,서울특별시 중구 신당동 856 신당KCC스위첸아파트,서울특별시 중구 난계로 130,분양,개별난방,24241.084,3,176,kcc건설,신당제11구역주택재개발정비사업주합,222567502, ,아파트,위탁관리,계단식,20190605,222567503,177,24241.084,75,101,0,0,11874.22,1114016200,16,16,3,7,4581
A10025456,신당 파인힐 하나유보라,서울특별시 중구 신당동 171 신당 파인힐 하나유보라,서울특별시 중구 왕십리로 407,임대,개별난방,66745.48,6,718,반도건설,(주)하나스테이제1호위탁관리부동산투자회사,222567293, ,주상복합,위탁관리,혼합식,20190607,222567294,719,33342.934,718,0,0,0,20799.1811,1114016200,20,20,3,0,4580
A10045001,신당푸르지오,서울특별시 중구 신당동 850 신당푸르지오,서울특별시 중구 다산로36길 110,분양,개별난방,83067.67,9,461,대우건설(주),신당동 동화주택 주택재개발조합,222541020, ,아파트,위탁관리,계단식,20051228,222541021,461,54649.09,40,266,81,74,44882.36,1114016200,23,23,3,12,4587
A10045002,청구e편한세상(분양),서울특별시 중구 신당동 852 청구e편한세상(분양),서울특별시 중구 청구로 64,분양,개별난방,118197,13,737,대림산업,신당 제7주택재개발아파트,222368877,aa08827cc@daum.net,아파트,위탁관리,계단식,20111213,222365535,737,86467.46,93,465,150,29,67127,1114016200,15,15,3,0,4587
A10045301,신당남산타운임대,서울특별시 중구 신당동 844 신당남산타운임대,서울특별시 중구 다산로 32,임대,개별난방,121031,7,2034,동아건설,sh공사,222560037,happy.i-sh.co.kr/main.do?deptid=70154,아파트,위탁관리(직영+위탁),복도식,20020525,222560039,2034,121031.13,2034,0,0,0,66633.84,1114016200,18,18,0,24,4595
A10045302,신당남산타운(분양),서울특별시 중구 신당동 844 신당남산타운(분양),서울특별시 중구 다산로 32,분양,개별난방,432345,35,3116,현대건설.SK건설.동아건설,신당3구역 주택재개발 사업조함,222337500,남산타운.apti.co.kr,아파트,위탁관리,혼합식,20020525,222318724,3116,271522.22,864,1298,954,0,271557.92,1114016200,18,18,3,74,4595
A10045401,신당삼성임대,서울특별시 중구 신당동 843 신당삼성임대,서울특별시 중구 청구로1길 23,임대,개별난방,25405.6,3,440,삼성물산,삼성물산,222524953,happy.i-sh.co.kr/main.do?deptid=70147,아파트,위탁관리,복도식,19991222,222524954,440,25405.6,440,0,0,0,14137.2,1114016200,21,21,3,6,4588
A10045402,약수하이츠아파트(임대),서울특별시 중구 신당동 842 약수하이츠아파트(임대),서울특별시 중구 동호로10길 30,임대,개별난방,35380,3,684,동아건설,동아건설,222520452,www.i-sh.co.kr/apthomepage/MB01_main.jsp?deptid=70140,아파트,위탁관리,복도식,19990729,222520453,684,35376.48,684,0,0,0,22346.28,1114016200,18,18,0,8,4593
A10045403,신당삼성(분양),서울특별시 중구 신당동 843 신당삼성(분양),서울특별시 중구 청구로1길 23,분양,개별난방,147199.34,14,994,삼성물산,삼성물산,222368496, ,아파트,위탁관리,혼합식,19991222,222368497,994,107778.484,300,408,286,0,85520.5,1114016200,23,23,5,25,4588
A10045404,신당약수하이츠,서울특별시 중구 신당동 842 신당약수하이츠,서울특별시 중구 동호로10길 30,분양,개별난방,207783.22,16,1598,동아건설(주),동아건설(주),222543092, ,아파트,위탁관리,혼합식,19990729,222543093,1598,168217.86,488,752,358,0,129660.8,1114016200,20,20,3,36,4593
A10045601,신당현대,서울특별시 중구 신당동 840 신당현대,서울특별시 중구 다산로36길 109,분양,개별난방,114187.8,10,942,현대건설(주),신당제1구역 재개발조합,222350993,www.sdhdapt.com,아파트,위탁관리,혼합식,19930917,222373853,942,114161.61,0,582,240,120,91135.17,1114016200,15,15,0,20,4582
A10078102,파라다이스,서울특별시 중구 신당동 846 파라다이스,서울특별시 중구 다산로42나길 46,분양,개별난방,16117,1,132,파라다이스건설,파라다이스건설,222321233, ,아파트,위탁관리,혼합식,20000710,222321370,132,12852.888,42,90,0,0,10147.26,1114016200,15,15,0,4,4585
A10078103,청구e편한세상임대,서울특별시 중구 신당동 852-1 청구e편한세상임대,서울특별시 중구 청구로 64,임대,개별난방,12845.64,2,158,대림산업주식회사,신당제7주택재개발정비사업조합,222566994, ,아파트,위탁관리,복도식,20111213,222566995,158,8693.88,158,0,0,0,5656.02,1114016200,15,15,2,2,4587
A10078901,래미안신당하이베르,서울특별시 중구 신당동 851 래미안신당하이베르,서울특별시 중구 퇴계로90길 74,분양,개별난방,125318.12,15,784,(주)삼성물산,6개발구역조합,222317402,래미안하이베르.apti.co.kr/,아파트,위탁관리,계단식,20111028,222317751,784,82752.6,302,336,146,0,63696.59,1114016200,15,15,6,30,4582
A10078902,래미안신당하이베르임대,서울특별시 중구 신당동 851-1 래미안신당하이베르임대,서울특별시 중구 퇴계로90길 74,임대,개별난방,14694.44,1,161,삼성물산(주),신당제6주택 재개발 정비사업조합,222566908, ,아파트,위탁관리,복도식,20111028,222566909,161,9148.02,161,0,0,0,6043.94,1114016200,15,15,2,2,4582
A10095501,동대문와이즈캐슬,서울특별시 중구 흥인동 119 동대문와이즈캐슬,서울특별시 중구 퇴계로75길 7,분양,개별난방,10988,1,150,롯데건설(주),애경개발(주),222567161, ,아파트,위탁관리(직영+위탁),복도식,20141023,222567163,150,5133.98,150,0,0,0,2434.04,1114016300,15,15,3,2,4569
A10095502,청계천두산위브더제니스,서울특별시 중구 흥인동 13-1 청계천두산위브더제니스,서울특별시 중구 다산로46길 17,분양,개별난방,79632.22,1,295,두산중공업,아시아신탁(주),222562345, ,주상복합,위탁관리,혼합식,20141222,222560090,295,40054.734,0,0,162,133,40054.734,1114016300,36,36,6,0,4570
A10024801,황학코아루,서울특별시 중구 황학동 882 황학코아루,서울특별시 중구 난계로11길 30,분양,개별난방,24468.11,3,112,우남건설,한국토지신탁,222544254, ,주상복합,위탁관리,혼합식,20101029,222544259,112,13537.08,0,97,2,13,10404.38,1114016500,20,20,3,5,4575
A10044001,SH황학롯데캐슬베네치아,서울특별시 중구 황학동 2545 SH황학롯데캐슬베네치아,서울특별시 중구 청계천로 400,임대,개별난방,25734.98,1,336,롯데건설,황학구역주택재개발조합,220486114,happy.i-sh.co.kr/main.do?deptid=70216,아파트,위탁관리,복도식,20081222,220486115,336,25734.24,336,0,0,0,11296.32,1114016500,33,33,0,3,4572
A10044002,롯데캐슬베네치아,서울특별시 중구 황학동 2545 롯데캐슬베네치아,서울특별시 중구 청계천로 400,분양,개별난방,382536.06,5,1534,롯데건설,황학주택재개발조합,220486100,www.clcv.co.kr,아파트,위탁관리,복도식,20081222,220486101,1534,168908.64,478,790,266,0,126299.82,1114016500,33,33,0,20,4572
A10086801,황학아크로타워,서울특별시 중구 황학동 2523 황학아크로타워,서울특별시 중구 퇴계로 447,분양,개별난방,55192.62,3,263,대림산업,즐거운나라,222343581, ,주상복합,위탁관리,계단식,20100331,222343582,263,28031.998,0,106,142,15,28079.999,1114016500,20,20,0,6,4575
A10023548,정동상림원아파트,서울특별시 중구 정동 15-6 정동상림원아파트,,분양,중앙난방,29334.45,3,98,경향신문사,한솔건설,27733477, ,,위탁관리,혼합식,20080925,27733478,98,24982.4,0,0,34,64,15111.34,1114016700,13,13,3,0,4518
A10024359,삼정아트테라스정동,서울특별시 중구 정동 37 삼정아트테라스정동,서울특별시 중구 서소문로 89-20,분양,개별난방,9775.184,1,168,삼정기업,(주)수경하우징,27799114, ,주상복합,위탁관리,복도식,20201221,27799115,168,5500.6094,168,0,0,0,3670.401,1114016700,9,9,5,2,4516
A10024756,순화동포스코더샵,서울특별시 중구 순화동 151 순화동포스코더샵,서울특별시 중구 칠패로 27,분양,개별난방,21019,2,137,포스코건설,정은스카이,237898791, ,주상복합,위탁관리,계단식,20070525,200000000,137,21018.86,21,116,0,0,10627.7,1114016800,1,27,0,0,4511
A10027364,덕수궁롯데캐슬아파트,서울특별시 중구 순화동 217 덕수궁롯데캐슬아파트,서울특별시 중구 서소문로9길 28,분양,개별난방,76502,2,296,롯데건설,순화 제1-1구역 도시환경정비사업조합,27798434, ,주상복합,위탁관리,복도식,20160831,27798435,296,30995.496,88,152,56,0,22997.2296,1114016800,22,22,5,6,4516
A10023788,더플레이스충정로,서울특별시 중구 중림동 1154 더플레이스충정로,서울특별시 중구 중림로 21,임대,개별난방,11168.47,1,276,(주)cj건설,(주)대륙지에스,23134270,www.theplacecjr.com,도시형 생활주택(아파트),위탁관리,복도식,20120524,23134271,277,7345.82,276,0,0,0,5040.34,1114017100,7,7,2,3,4506
A10085902,중림삼성래미안아파트,서울특별시 중구 중림동 201 중림삼성래미안아파트,서울특별시 중구 중림로4길 41,임대,개별난방,23896.09,2,355,삼성물산(주),충정1-3지구 재개발조합,23623041,www.i-sh.co.kr,아파트,위탁관리,복도식,20010711,23633706,355,11214.379,355,0,0,0,11214.45,1114017100,18,18,3,4,4502
A10085903,중림삼성사이버빌리지,서울특별시 중구 중림동 200 중림삼성사이버빌리지,서울특별시 중구 중림로 10,분양,개별난방,101913.51,12,712,삼성물산,충정1-3지구 주택재개발조합,23921305,www.uasis.com,아파트,위탁관리,계단식,20010711,23931384,712,64407,180,334,198,0,61802.75,1114017100,18,18,2,18,4502
A10095301,브라운스톤서울아파트,서울특별시 중구 중림동 355 브라운스톤서울아파트,서울특별시 중구 청파로 464,분양,개별난방,22503,1,110,이수건설,이수건설,23128282, ,주상복합,위탁관리,복도식,20060320,262618289,110,22463.66,0,27,55,28,12529.232,1114017100,35,35,7,2,
A10080701,엘아이지서울역리가,서울특별시 중구 만리동1가 231 엘아이지서울역리가,서울특별시 중구 만리재로33길 21,분양,개별난방,29999.58,4,181,LIG건설(주),LIG건설(주),23629293, ,아파트,위탁관리,계단식,20120131,23629294,181,20210.97,0,181,0,0,15380.3367,1114017300,15,15,2,7,4501
A10026517,서울역한라비발디센트럴아파트,서울특별시 중구 만리동2가 288 서울역한라비발디센트럴아파트,서울특별시 중구 만리재로 177,분양,개별난방,32552,4,199,(주)한라건설,만리제1주택재개발 정비사업조합,231471199, ,아파트,위탁관리,계단식,20180116,231471198,199,21339.629,0,197,2,0,16178.62,1114017400,14,14,2,0,4501
