kaptCode,kaptName,doroJuso,kaptAddr,경도,위도,비고
A10023386,호반써밋더프라임아파트,경기도 시흥시 거북섬남로 77,경기도 시흥시 정왕동 2732 호반써밋더프라임아파트,126.689890522,37.321237161,도로명(1)
A10023406,호반써밋더퍼스트오션,경기도 시흥시 거북섬남로 45,경기도 시흥시 정왕동 2712 호반써밋더퍼스트오션,126.686374582,37.323973786,도로명(1)
A42945001,시화서촌마을 건영4차아파트,경기도 시흥시 정왕대로143번길 9,경기도 시흥시 정왕동 1871-5 시화서촌마을 건영4차아파트,126.730898981,37.351352736,도로명(1)
A42945002,시화세종3차,경기도 시흥시 중심상가로 105,경기도 시흥시 정왕동 1849-6 시화세종3차,126.729835234,37.350422415,도로명(1)
A42945003,시화모아,경기도 시흥시 함송로 36,경기도 시흥시 정왕동 1876-2 시화모아,126.732232547,37.362239671,도로명(1)
A42945005,문영센스빌,경기도 시흥시 함송로 35,경기도 시흥시 정왕동 1877-1 문영센스빌,126.732339666,37.362964094,도로명(1)
A42945006,시화세종1차,경기도 시흥시 함송로29번길 54,경기도 시흥시 정왕동 1877-3 시화세종1차,126.735958608,37.364204159,도로명(1)
A42945007,시화주공4단지,경기도 시흥시 정왕대로143번길 32,경기도 시흥시 정왕동 1843 시화주공4단지,126.73402489,37.351880692,도로명(1)
A42945008,시화청솔아파트,경기도 시흥시 중심상가로 128,경기도 시흥시 정왕동 1847 시화청솔아파트,126.729475662,37.346556186,도로명(1)
A42945111,시화영남6단지,경기도 시흥시 중심상가로 224,경기도 시흥시 정왕동 1790 시화영남6단지,126.737756166,37.342965926,도로명(1)
A42945408,서해1아파트,경기도 시흥시 정왕신길로49번길 37,경기도 시흥시 정왕동 1886-3 서해1아파트,126.728613589,37.361062461,도로명(1)
A42945409,서해2단지,경기도 시흥시 정왕신길로49번길 19,경기도 시흥시 정왕동 1886-4 서해2단지,126.727316391,37.359664202,도로명(1)
A42974409,금강,경기도 시흥시 정왕대로266번길 6,경기도 시흥시 정왕동 1789 금강,126.739837646,37.342993408,도로명(1)
A42975216,시화주공5단지,경기도 시흥시 정왕대로143번길 8,경기도 시흥시 정왕동 1844 시화주공5단지,126.732319912,37.350918289,도로명(1)
A42975305,시화주공6단지,경기도 시흥시 중심상가로 248,경기도 시흥시 정왕동 1787-1 시화주공6단지,126.74102587,37.340725101,도로명(1)
A42975511,시화송운마을건영2차,경기도 시흥시 옥구천동로 399,경기도 시흥시 정왕동 1875-5 시화송운마을건영2차,126.729605724,37.357995509,도로명(1)
A42975602,시화건영3단지,경기도 시흥시 정왕대로117번길 10,경기도 시흥시 정왕동 1871-1 시화건영3단지,126.730302484,37.352653636,도로명(1)
A42975617,시화계룡1단지,경기도 시흥시 중심상가로 125,경기도 시흥시 정왕동 1846 시화계룡1단지,126.730741979,37.348184953,도로명(1)
A42975619,시화아주,경기도 시흥시 정왕신길로139번길 4,경기도 시흥시 정왕동 1394 시화아주,126.735078388,37.353021449,도로명(1)
A42975705,시화계룡2차아파트,경기도 시흥시 정왕대로28번길 8,경기도 시흥시 정왕동 1942-1 시화계룡2차아파트,126.717439484,37.356649849,도로명(1)
A42975710,시화신호새피앙,경기도 시흥시 옥구천서로373번길 7,경기도 시흥시 정왕동 1867-3 시화신호새피앙,126.726337494,37.355218591,도로명(1)
A42975806,시화고합,경기도 시흥시 정왕신길로49번길 7,경기도 시흥시 정왕동 1886-5 시화고합,126.724977322,37.360477496,도로명(1)
A42975903,시화영화하이닉스,경기도 시흥시 정왕대로143번길 35,경기도 시흥시 정왕동 1870-3 시화영화하이닉스,126.732705917,37.3538888,도로명(1)
A42976007,시화대림1단지,경기도 시흥시 중심상가로 13,경기도 시흥시 정왕동 1863 시화대림1단지,126.720576534,37.354269327,도로명(1)
A42976115,시화대림2단지,경기도 시흥시 중심상가로 74,경기도 시흥시 정왕동 1851 시화대림2단지,126.726140486,37.350213867,도로명(1)
A42976201,시화대림3단지,경기도 시흥시 함송로29번길 37,경기도 시흥시 정왕동 1878-4 시화대림3단지,126.73417928,37.365457903,도로명(1)
A42976306,시화동남,경기도 시흥시 정왕대로28번길 29,경기도 시흥시 정왕동 1862 시화동남,126.718954591,37.354109094,도로명(1)
A42976403,시화동보,경기도 시흥시 정왕대로28번길 28,경기도 시흥시 정왕동 1942-2 시화동보,126.718354732,37.355241907,도로명(1)
A42976504,시화동원,경기도 시흥시 봉화로 18,경기도 시흥시 정왕동 1878-5 시화동원,126.735615952,37.365918037,도로명(1)
A42976707,시화미주,경기도 시흥시 정왕신길로49번길 26,경기도 시흥시 정왕동 1875-2 시화미주,126.728553063,37.359462242,도로명(1)
A42976812,시화보성,경기도 시흥시 함송로 63,경기도 시흥시 정왕동 1877-5 시화보성,126.735987114,37.361766014,도로명(1)
A42976910,시화부성파스텔,경기도 시흥시 옥구천동로 449,경기도 시흥시 정왕동 1876-3 시화부성파스텔,126.733108267,37.360446213,도로명(1)
A42977005,시화삼성아파트,경기도 시흥시 정왕신길로139번길 7,경기도 시흥시 정왕동 1872-5 시화삼성아파트,126.733951276,37.354081246,도로명(1)
A42977103,시화삼환,경기도 시흥시 옥구천동로 433-26,경기도 시흥시 정왕동 1876-1 시화삼환,126.731198873,37.360895033,도로명(1)
A42977302,시화세종2단지,경기도 시흥시 함송로29번길 38,경기도 시흥시 정왕동 1877-2 시화세종2단지,126.734518928,37.364781879,도로명(1)
A42977303,시화대림4단지,경기도 시흥시 함송로29번길 51,경기도 시흥시 정왕동 1878-8 시화대림4단지,126.735424451,37.365028103,도로명(1)
A42977509,시화신동아,경기도 시흥시 정왕대로27번길 29,경기도 시흥시 정왕동 1940-1 시화신동아,126.722775652,37.358967292,도로명(1)
A42977601,시화신우,경기도 시흥시 정왕대로117번길 32,경기도 시흥시 정왕동 1870-1 시화신우,126.732246027,37.35392956,도로명(1)
A42977704,시화신한토탈,경기도 시흥시 옥구천동로 452,경기도 시흥시 정왕동 1874-1 시화신한토탈,126.734352613,37.360963602,도로명(1)
A42977905,시화영남1차,경기도 시흥시 정왕신길로49번길 8,경기도 시흥시 정왕동 1875-1 시화영남1차,126.727022745,37.358078956,도로명(1)
A42978012,시화영남2차,경기도 시흥시 옥구천동로 420,경기도 시흥시 정왕동 1873-2 시화영남2차,126.731472739,37.35710145,도로명(1)
A42978109,시화영남3차,경기도 시흥시 역전로 353,경기도 시흥시 정왕동 1872-4 시화영남3차,126.734664103,37.355606411,도로명(1)
A42978202,시화영남5차,경기도 시흥시 옥구천서로373번길 8,경기도 시흥시 정왕동 1866-6 시화영남5차,126.726878226,37.355707187,도로명(1)
A42978310,시화요진,경기도 시흥시 중심상가로 77,경기도 시흥시 정왕동 1850 시화요진,126.725985488,37.352298249,도로명(1)
A42978411,시화월드메르디앙,경기도 시흥시 옥구천동로 404,경기도 시흥시 정왕동 1873-3 시화월드메르디앙,126.731455361,37.356157221,도로명(1)
A42978508,시화주공1단지,경기도 시흥시 정왕대로53번길 7,경기도 시흥시 정왕동 1864 시화주공1단지,126.723264743,37.35601251,도로명(1)
A42978613,시화주공3단지,경기도 시흥시 정왕대로117번길 31,경기도 시흥시 정왕동 1869 시화주공3단지,126.730663758,37.353990747,도로명(1)
A42978614,시화주공2단지,경기도 시흥시 정왕대로117번길 9,경기도 시흥시 정왕동 1868 시화주공2단지,126.728830326,37.352178758,도로명(1)
A42978706,시화진로,경기도 시흥시 중심상가로 106,경기도 시흥시 정왕동 1848-4 시화진로,126.728918219,37.34862644,도로명(1)
A42978807,시화한신,경기도 시흥시 정왕신길로111번길 8,경기도 시흥시 정왕동 1872-6 시화한신,126.732343714,37.355061787,도로명(1)
A42978904,시화한일,경기도 시흥시 정왕대로53번길 29,경기도 시흥시 정왕동 1865 시화한일,126.72475117,37.357564607,도로명(1)
A42979008,시화화성,경기도 시흥시 역전로 375-8,경기도 시흥시 정왕동 1874-2 시화화성,126.734136745,37.358690546,도로명(1)
A42984710,시화건영1단지,경기도 시흥시 중심상가로 285,경기도 시흥시 정왕동 1785-1 시화건영1단지,126.745977311,37.339956343,도로명(1)
A42985502,영남아파트4단지,경기도 시흥시 정왕신길로139번길 16,경기도 시흥시 정왕동 1394-2 영남아파트4단지,126.736029627,37.352927773,도로명(1)
A42985804,시화무진,경기도 시흥시 중심상가로 348,경기도 시흥시 정왕동 1629 시화무진,126.75012547,37.33552188,도로명(1)
A42985807,시화유천,경기도 시흥시 중심상가로 349,경기도 시흥시 정왕동 1628 시화유천,126.75107007,37.335613214,도로명(1)
A42986101,시화대우,경기도 시흥시 정왕대로298번길 6,경기도 시흥시 정왕동 1788-3 시화대우,126.743790908,37.341129521,도로명(1)
A42986103,시화건영5단지,경기도 시흥시 중심상가로 247,경기도 시흥시 정왕동 1788-1 시화건영5단지,126.741320706,37.341492779,도로명(1)
A42986112,시화두산아파트,경기도 시흥시 중심상가로 286,경기도 시흥시 정왕동 1786 시화두산아파트,126.743190299,37.339496663,도로명(1)
A42946001,시흥6차푸르지오2단지,경기도 시흥시 죽율로 36,경기도 시흥시 죽율동 752 시흥6차푸르지오2단지,126.761349395,37.347710017,도로명(1)
A42946002,시흥6차푸르지오1단지,경기도 시흥시 죽율로 45-10,경기도 시흥시 죽율동 759 시흥6차푸르지오1단지,126.758750824,37.350800729,도로명(1)
A10025377,배곧호반써밋플레이스c2아파트,경기도 시흥시 서울대학로264번길 12,경기도 시흥시 배곧동 221 배곧호반써밋플레이스c2아파트,126.725135768,37.36749064,도로명(1)
A10025408,배곧호반써밋플레이스C1아파트,경기도 시흥시 서울대학로278번길 19-13,경기도 시흥시 배곧동 191 배곧호반써밋플레이스C1아파트,126.72797074,37.370504072,도로명(1)
A10025502,시흥배곧신도시 대방노블랜드엘리트시티,경기도 시흥시 배곧4로 81-39,경기도 시흥시 배곧동 55 시흥배곧신도시 대방노블랜드엘리트시티,126.735495501,37.374129879,도로명(1)
A10025651,배곧 중흥S-클래스아파트,경기도 시흥시 해송십리로 472-11,경기도 시흥시 배곧동 5 배곧 중흥S-클래스아파트,126.734179449,37.384725633,도로명(1)
A10025661,시흥배곧센텀베이1차,경기도 시흥시 해송십리로 472-54,경기도 시흥시 배곧동 7 시흥배곧센텀베이1차,126.734949594,37.383676646,도로명(1)
A10025676,배곧 센텀베이2차 아파트,경기도 시흥시 배곧4로 81-29,경기도 시흥시 배곧동 57 배곧 센텀베이2차 아파트,126.735679482,37.375550246,도로명(1)
A10026012,한라비발디캠퍼스3차,경기도 시흥시 서울대학로 172-20,경기도 시흥시 배곧동 262 한라비발디캠퍼스3차,126.718378403,37.362266496,도로명(1)
A10026419,한라비발디캠퍼스2차아파트,경기도 시흥시 배곧1로 27-16,경기도 시흥시 배곧동 245 한라비발디캠퍼스2차아파트,126.714274213,37.363286554,도로명(1)
A10026534,시흥배곧한신더휴,경기도 시흥시 배곧4로 106-26,경기도 시흥시 배곧동 155 시흥배곧한신더휴,126.731264317,37.370522201,도로명(1)
A10026631,호반베르디움센트로하임아파트,경기도 시흥시 배곧4로 106-25,경기도 시흥시 배곧동 174 호반베르디움센트로하임아파트,126.733123451,37.369906752,도로명(1)
A10026723,시흥배곧이지더원2차에듀그린아파트,경기도 시흥시 서울대학로 100,경기도 시흥시 배곧동 279 시흥배곧이지더원2차에듀그린아파트,126.712419466,37.358603793,도로명(1)
A10026846,한라비발디캠퍼스,경기도 시흥시 배곧1로 27-15,경기도 시흥시 배곧동 243 한라비발디캠퍼스,126.712016791,37.362300232,도로명(1)
A10026847,배곧 이지더원1차 더 퍼스트,경기도 시흥시 해송십리로 472-12,경기도 시흥시 배곧동 14 배곧 이지더원1차 더 퍼스트,126.729967841,37.383325841,도로명(1)
A10027300,배곧호반베르디움더프라임아파트,경기도 시흥시 서울대학로 328,경기도 시흥시 배곧동 150 배곧호반베르디움더프라임아파트,126.728211166,37.372305629,도로명(1)
A10027450,배곧 골드클래스 아파트,경기도 시흥시 배곧4로 81-13,경기도 시흥시 배곧동 58 배곧 골드클래스 아파트,126.732477779,37.375286157,도로명(1)
A10027886,호반 베르디움 센트럴파크,경기도 시흥시 배곧3로 27-8,경기도 시흥시 배곧동 139 호반 베르디움 센트럴파크,126.727183863,37.375668333,도로명(1)
A10027950,시흥 배곧 SK VIEW 아파트,경기도 시흥시 배곧3로 27-7,경기도 시흥시 배곧동 135 시흥 배곧 SK VIEW 아파트,126.724514326,37.377229477,도로명(1)
A10021267,마빌르스위트아파트,경기도 군포시 당동로21번길 61,경기도 군포시 당동 795- 마빌르스위트아파트,126.941587348,37.34823149,도로명(1)
A10022491,당동쌍용스윗닷홈,경기도 군포시 용호1로 57,경기도 군포시 당동 957-1 당동쌍용스윗닷홈,126.938749147,37.348096359,도로명(1)
A10023523,대흥아파트,경기도 군포시 군포역1길 186,경기도 군포시 당동 923 대흥아파트,126.947217844,37.346268083,도로명(1)
A10025073,군포당동덕산2차아파트,경기도 군포시 군포로476번길 7,경기도 군포시 당동 903-8 군포당동덕산2차아파트,126.944535717,37.349156293,도로명(1)
A10025200,동도센트리움,경기도 군포시 용호1로46번길 11,경기도 군포시 당동 963 동도센트리움,126.941013667,37.346107855,도로명(1)
A43501002,당동무지개마을금강KCC,경기도 군포시 당동로21번길 52,경기도 군포시 당동 796 당동무지개마을금강KCC,126.940998304,37.349324812,도로명(1)
A43501003,군포두산,경기도 군포시 군포로464번길 19,경기도 군포시 당동 907 군포두산,126.94568623,37.347842297,도로명(1)
A43501004,엘지신산본자이1차,경기도 군포시 용호1로 55,경기도 군포시 당동 957-2 엘지신산본자이1차,126.939280143,37.346853956,도로명(1)
A43501005,군포 동아,경기도 군포시 군포로490번길 22,경기도 군포시 당동 900 군포 동아,126.946353586,37.349841974,도로명(1)
A43501006,당동주공2-1단지,경기도 군포시 용호2로 11,경기도 군포시 당동 874 당동주공2-1단지,126.942016931,37.343546664,도로명(1)
A43501007,당동쌍용,경기도 군포시 용호2로 51,경기도 군포시 당동 873 당동쌍용,126.943297033,37.345284506,도로명(1)
A43501008,당동무지개마을대림,경기도 군포시 금당로17번길 9,경기도 군포시 당동 954 당동무지개마을대림,126.939093038,37.350052735,도로명(1)
A43501009,당동용호마을e편한세상,경기도 군포시 용호1로21번길 15,경기도 군포시 당동 979-1 당동용호마을e편한세상,126.937585653,37.344431303,도로명(1)
A43501012,삼성마을 시티프라디움,경기도 군포시 삼성로59번길 16,경기도 군포시 당동 1020 삼성마을 시티프라디움,126.933183793,37.340180114,도로명(1)
A43501014,삼성마을1단지,경기도 군포시 삼성로 79,경기도 군포시 당동 1024 삼성마을1단지,126.935242629,37.341247643,도로명(1)
A10023793,화성태안LH2단지아파트,,경기도 화성시 안녕동 247 화성태안LH2단지아파트,127.00262090468252,37.204233647069245,지번(2)
A43572101,당동주공2-2단지,경기도 군포시 용호2로 11,경기도 군포시 당동 874 당동주공2-2단지,126.942016931,37.343546664,도로명(1)
A43572203,당동주공3단지,경기도 군포시 용호2로54번길 11,경기도 군포시 당동 886 당동주공3단지,126.945028406,37.344908702,도로명(1)
A43572302,당동주공4단지,경기도 군포시 용호2로 36,경기도 군포시 당동 885 당동주공4단지,126.944752502,37.344225619,도로명(1)
A43503003,당정성원상떼빌,경기도 군포시 고산로185번길 31,경기도 군포시 당정동 997-1 당정성원상떼빌,126.951908453,37.344053578,도로명(1)
A43573201,당정한솔솔파크,경기도 군포시 고산로185번길 6,경기도 군포시 당정동 1000-1 당정한솔솔파크,126.951390382,37.346147229,도로명(1)
A43573202,당정동동도센트리움,경기도 군포시 고산로185번길 36,경기도 군포시 당정동 998-2 당정동동도센트리움,126.951293108,37.34425951,도로명(1)
A43573203,당정대원칸타빌,경기도 군포시 당정역로 16,경기도 군포시 당정동 1012-3 당정대원칸타빌,126.950279158,37.342242453,도로명(1)
A43577404,당정대우푸르지오,경기도 군포시 당정역로 9,경기도 군포시 당정동 1025-1 당정대우푸르지오,126.951130738,37.343126602,도로명(1)
A43583105,LG신산본자이2차,경기도 군포시 고산로151번길 26-23,경기도 군포시 당정동 973-1 LG신산본자이2차,126.954812825,37.345581617,도로명(1)
A43583301,당정마을누리에뜰,경기도 군포시 한세로66번길 3-12,경기도 군포시 당정동 974-6 당정마을누리에뜰,126.956703544,37.347950107,도로명(1)
A43501010,군포당동삼성마을2단지,경기도 군포시 번영로200번길 71,경기도 군포시 부곡동 1199 군포당동삼성마을2단지,126.933454455,37.336379853,도로명(1)
A43501013,삼성마을 THE 숲,경기도 군포시 삼성로 41,경기도 군포시 부곡동 1204 삼성마을 THE 숲,126.931820425,37.339006513,도로명(1)
A43573701,부곡휴먼시아1단지,경기도 군포시 송부로291번길 30,경기도 군포시 부곡동 1137 부곡휴먼시아1단지,126.944858778,37.323395706,도로명(1)
A43573702,군포부곡휴먼시아2단지,경기도 군포시 송부로291번길 29,경기도 군포시 부곡동 1126 군포부곡휴먼시아2단지,126.944625098,37.324254902,도로명(1)
A43573703,송부센트럴시티,경기도 군포시 송부로221번길 3-13,경기도 군포시 부곡동 1080 송부센트럴시티,126.934920224,37.324073487,도로명(1)
A43573704,의왕역센트럴파크,경기도 군포시 송부로 222,경기도 군포시 부곡동 1086 의왕역센트럴파크,126.935079904,37.321983613,도로명(1)
A43573705,의왕역 센트럴시티,경기도 군포시 송부로273번길 27,경기도 군포시 부곡동 1098 의왕역 센트럴시티,126.941950181,37.324724567,도로명(1)
A43573706,군포당동2삼성마을5단지,경기도 군포시 번영로200번길 31,경기도 군포시 부곡동 1181 군포당동2삼성마을5단지,126.930563453,37.334750712,도로명(1)
A43573707,삼성마을센트럴파크,경기도 군포시 삼성로 31,경기도 군포시 부곡동 1201 삼성마을센트럴파크,126.930472099,37.33802383,도로명(1)
A43504001,산본이편한세상센트럴파크,경기도 군포시 고산로 596-15,경기도 군포시 산본동 1121 산본이편한세상센트럴파크,126.928300489,37.365374078,도로명(1)
A43504003,산본10단지 주몽2차,경기도 군포시 광정로 122,경기도 군포시 산본동 1120 산본10단지 주몽2차,126.926889677,37.363467579,도로명(1)
A43504004,산본가야3차,경기도 군포시 번영로 353,경기도 군포시 산본동 1155-7 산본가야3차,126.92368034,37.347519188,도로명(1)
A43504005,산본금강1차,경기도 군포시 고산로517번길 20,경기도 군포시 산본동 1148-4 산본금강1차,126.919725704,37.36074955,도로명(1)
A43504006,산본세종,경기도 군포시 산본천로 34,경기도 군포시 산본동 1145 산본세종,126.928394397,37.359609164,도로명(1)
A43504007,산본가야2차,경기도 군포시 번영로 353,경기도 군포시 산본동 1155-7 산본가야2차,126.92368034,37.347519188,도로명(1)
A43504008,산본매화1,경기도 군포시 곡란로 26,경기도 군포시 산본동 1055 산본매화1,126.935127791,37.37515569,도로명(1)
A43570403,광정삼성장미,경기도 군포시 산본로386번길 21,경기도 군포시 산본동 1092 광정삼성장미,126.931859965,37.367923279,도로명(1)
A43570601,목련우방한국공영,경기도 군포시 고산로643번길 9,경기도 군포시 산본동 1091-1 목련우방한국공영,126.929364051,37.36784251,도로명(1)
A43570702,산본을지,경기도 군포시 산본천로 12,경기도 군포시 산본동 1145-14 산본을지,126.926406593,37.358195637,도로명(1)
A43570905,산본주몽1,경기도 군포시 광정로 122,경기도 군포시 산본동 1120 산본주몽1,126.926889677,37.363467579,도로명(1)
A43571004,광정목련한양,경기도 군포시 산본로432번길 25,경기도 군포시 산본동 1088 광정목련한양,126.928471356,37.3697213,도로명(1)
A43572403,백두극동,경기도 군포시 고산로539번길 6,경기도 군포시 산본동 1119-3 백두극동,126.923048419,37.363448616,도로명(1)
A43572706,대림솔거,경기도 군포시 광정로 119,경기도 군포시 산본동 1146 대림솔거,126.926871835,37.361887356,도로명(1)
A43572904,묘향롯데,경기도 군포시 고산로539번길 7-12,경기도 군포시 산본동 1148 묘향롯데,126.922055065,37.36157905,도로명(1)
A43573005,백두한양,경기도 군포시 수리산로 244,경기도 군포시 산본동 1119 백두한양,126.924783204,37.363874534,도로명(1)
A43573107,산본7단지 우륵아파트,경기도 군포시 산본천로 33,경기도 군포시 산본동 1146-11 산본7단지 우륵아파트,126.926738557,37.359628156,도로명(1)
A43573904,산본매화2단지,경기도 군포시 곡란로 26,경기도 군포시 산본동 1055 산본매화2단지,126.935127791,37.37515569,도로명(1)
A43574003,산본삼성,경기도 군포시 산본천로214번길 32,경기도 군포시 산본동 1028 산본삼성,126.942684525,37.369232912,도로명(1)
A43574301,산본백합,경기도 군포시 산본로386번길 61,경기도 군포시 산본동 1063 산본백합,126.932465892,37.368795146,도로명(1)
A43574502,산본동백우성,경기도 군포시 고산로677번길 12,경기도 군포시 산본동 1059 산본동백우성,126.933711525,37.37154512,도로명(1)
A43574805,산본11단지주공,경기도 군포시 산본천로 119-9,경기도 군포시 산본동 1052 산본11단지주공,126.932978114,37.364878907,도로명(1)
A43574905,가야1차,경기도 군포시 번영로 403,경기도 군포시 산본동 1155 가야1차,126.924947954,37.35129777,도로명(1)
A43575102,계룡삼환,경기도 군포시 수리산로 33,경기도 군포시 산본동 1152-7 계룡삼환,126.923394865,37.356986392,도로명(1)
A43575201,산본덕유주공,경기도 군포시 수리산로 71,경기도 군포시 산본동 1152-2 산본덕유주공,126.91710684,37.355924179,도로명(1)
A43575304,설악아파트,경기도 군포시 수리산로 102,경기도 군포시 산본동 1151-9 설악아파트,126.917381488,37.358043007,도로명(1)
A43575403,수리한양,경기도 군포시 수리산로 42,경기도 군포시 산본동 1151-5 수리한양,126.920656183,37.355971026,도로명(1)
A43575904,산본4단지한라1차,경기도 군포시 번영로 380,경기도 군포시 산본동 1156-1 산본4단지한라1차,126.926911297,37.349210191,도로명(1)
A43576005,산본한라2차,경기도 군포시 번영로 328,경기도 군포시 산본동 1156-15 산본한라2차,126.926426662,37.346797085,도로명(1)
A43576807,산본13단지개나리,경기도 군포시 고산로677번길 34,경기도 군포시 산본동 1066 산본13단지개나리,126.93154597,37.373589289,도로명(1)
A43576808,산본래미안하이어스,경기도 군포시 금산로 91,경기도 군포시 산본동 1240 산본래미안하이어스,126.936859939,37.369364581,도로명(1)
A43582102,백두동성,경기도 군포시 고산로539번길 24,경기도 군포시 산본동 1119-4 백두동성,126.921417982,37.363598921,도로명(1)
A43582201,산본주공9금강2차,경기도 군포시 고산로 529,경기도 군포시 산본동 1147 산본주공9금강2차,126.922556631,37.360245146,도로명(1)
A43583802,산본삼성미도1차,경기도 군포시 고산로 747,경기도 군포시 산본동 45-1 산본삼성미도1차,126.939621229,37.37574308,도로명(1)
A43583901,산본임광그대가,경기도 군포시 곡란로8번길 6,경기도 군포시 산본동 106-4 산본임광그대가,126.935691408,37.37277109,도로명(1)
A43584303,e편한세상금정역에코센트럴,경기도 군포시 금산로 47,경기도 군포시 산본동 310-2 e편한세상금정역에코센트럴,126.936877704,37.365597388,도로명(1)
A43584904,산본신안모란,경기도 군포시 고산로643번길 10,경기도 군포시 산본동 1065-4 산본신안모란,126.930087203,37.369904245,도로명(1)
A10023874,힐스테이트금정역,경기도 군포시 엘에스로 143,경기도 군포시 금정동 916 힐스테이트금정역,126.944923311,37.372850039,도로명(1)
A43505003,산본소월아파트,경기도 군포시 오금로 34,경기도 군포시 금정동 871-7 산본소월아파트,126.933335125,37.352863781,도로명(1)
A43505004,산본주공충무1,경기도 군포시 산본로 299,경기도 군포시 금정동 872 산본주공충무1,126.933039413,37.356784159,도로명(1)
A43575501,산본 주공3단지 다산아파트,경기도 군포시 오금로 16,경기도 군포시 금정동 871-11 산본 주공3단지 다산아파트,126.931363835,37.350667904,도로명(1)
A43575706,군포율곡,경기도 군포시 오금로 43,경기도 군포시 금정동 876 군포율곡,126.930981179,37.352460981,도로명(1)
A43575803,산본주공퇴계1차아파트,경기도 군포시 광정로 25-20,경기도 군포시 금정동 875 산본주공퇴계1차아파트,126.931919017,37.35634683,도로명(1)
A43576205,산본무궁화주공1단지,경기도 군포시 산본로 296,경기도 군포시 금정동 849 산본무궁화주공1단지,126.935709065,37.358199333,도로명(1)
A43576304,군포신환아파트,경기도 군포시 번영로 580,경기도 군포시 금정동 744-1 군포신환아파트,126.940491843,37.361613288,도로명(1)
A43576503,산본충무2차,경기도 군포시 산본로 299,경기도 군포시 금정동 873-2 산본충무2차,126.933039413,37.356784159,도로명(1)
A43576601,화성무궁화,경기도 군포시 번영로550번길 6,경기도 군포시 금정동 849-1 화성무궁화,126.936409891,37.359251466,도로명(1)
A43576702,한성목화,경기도 군포시 번영로550번길 5,경기도 군포시 금정동 850 한성목화,126.938181412,37.359584061,도로명(1)
A43582405,금정퇴계2차,경기도 군포시 광정로 25-20,경기도 군포시 금정동 875 금정퇴계2차,126.931919017,37.35634683,도로명(1)
A10023847,시흥장현 서희스타힐스,,경기도 시흥시 장곡동  시흥장현 서희스타힐스,,,실패(4)
A43582502,금정동쌍용아파트,경기도 군포시 금정로42번길 17,경기도 군포시 금정동 704 금정동쌍용아파트,126.940370589,37.365875827,도로명(1)
A10023995,군포대야미역 서해그랑블아파트,경기도 군포시 군포로 109-143,경기도 군포시 대야미동 701 군포대야미역 서해그랑블아파트,126.916224937,37.32656754,도로명(1)
A43506001,대야미건양1차,경기도 군포시 대야1로22번길 8-1,경기도 군포시 대야미동 654-14 대야미건양1차,126.918228692,37.32751327,도로명(1)
A43506002,대야미건양2차,경기도 군포시 대야1로15번길 6,경기도 군포시 대야미동 659-1 대야미건양2차,126.917025901,37.326864654,도로명(1)
A43506003,대야미센트럴아이파크,경기도 군포시 대야2로143번길 25,경기도 군포시 대야미동 636-6 대야미센트럴아이파크,126.915622333,37.331091159,도로명(1)
A43506004,대야미이편한세상,경기도 군포시 군포로 109,경기도 군포시 대야미동 667-3 대야미이편한세상,126.917811442,37.325694496,도로명(1)
A10025244,금강펜테리움 센트럴파크3차아파트,경기도 군포시 송부로96번길 13,경기도 군포시 도마교동 471 금강펜테리움 센트럴파크3차아파트,126.925120278,37.315357058,도로명(1)
A10025364,LH송정마을,경기도 군포시 송부로96번길 29,경기도 군포시 도마교동 471-1 LH송정마을,126.925409134,37.313930141,도로명(1)
A10025389,군포송정LH3단지,경기도 군포시 송부로49번길 10,경기도 군포시 도마교동 458-1 군포송정LH3단지,126.919664761,37.317078559,도로명(1)
A10025864,군포송정숲속반디채,경기도 군포시 송부로96번길 30,경기도 군포시 도마교동 479 군포송정숲속반디채,126.924568159,37.313560103,도로명(1)
A10025954,군포금강펜테리움센트럴파크2차아파트,경기도 군포시 송부로49번길 16,경기도 군포시 도마교동 458 군포금강펜테리움센트럴파크2차아파트,126.918681781,37.31859328,도로명(1)
A10026533,금강펜테리움 센트럴파크1차아파트,경기도 군포시 송부로49번길 15,경기도 군포시 도마교동 456 금강펜테리움 센트럴파크1차아파트,126.918437895,37.31723701,도로명(1)
A10020425,고천지구대방디에트르센트럴,경기도 의왕시 시청1로 11,경기도 의왕시 고천동 187 고천지구대방디에트르센트럴,126.968634076,37.346789195,도로명(1)
A10023041,e편한세상고천파크루체,경기도 의왕시 안골로 10,경기도 의왕시 고천동  e편한세상고천파크루체,,,실패(4)
A10024662,오봉산마을1단지,경기도 의왕시 행복마을3로 18,경기도 의왕시 고천동 61-6 오봉산마을1단지,126.974711009,37.342315778,도로명(1)
A10021848,삼신8차 아파트,경기도 의왕시 부곡중앙남6길 53,경기도 의왕시 삼동 130-11 삼신8차 아파트,126.954760393,37.31830394,도로명(1)
A10025037,의왕푸르지오포레움1단지,경기도 의왕시 장안남북로 24,경기도 의왕시 삼동 594 의왕푸르지오포레움1단지,126.959250413,37.320338389,도로명(1)
A10025055,의왕푸르지오포레움2단지,경기도 의왕시 장안중앙로 23,경기도 의왕시 삼동 607 의왕푸르지오포레움2단지,126.959802477,37.319914524,도로명(1)
